0,0,0
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,30
1,0,0
1,1,30
1,2,30
1,3,30
1,4,30
1,5,30
1,6,30
1,7,30
1,8,30
1,9,30
1,10,30
1,11,30
1,12,30
1,13,30
1,14,30
1,15,30
2,0,0
2,1,30
2,2,30
2,3,30
2,4,30
2,5,30
2,6,30
2,7,30
2,8,30
2,9,30
2,10,30
2,11,30
2,12,30
2,13,30
2,14,30
2,15,30
3,0,0
3,1,30
3,2,30
3,3,30
3,4,30
3,5,30
3,6,30
3,7,30
3,8,30
3,9,30
3,10,30
3,11,30
3,12,30
3,13,30
3,14,30
3,15,30
4,0,0
4,1,30
4,2,30
4,3,30
4,4,30
4,5,30
4,6,30
4,7,30
4,8,30
4,9,30
4,10,30
4,11,30
4,12,30
4,13,30
4,14,30
4,15,30
5,0,0
5,1,30
5,2,30
5,3,30
5,4,30
5,5,30
5,6,30
5,7,30
5,8,30
5,9,30
5,10,30
5,11,30
5,12,30
5,13,30
5,14,30
5,15,30
6,0,0
6,1,30
6,2,30
6,3,30
6,4,30
6,5,30
6,6,30
6,7,30
6,8,30
6,9,30
6,10,30
6,11,30
6,12,30
6,13,30
6,14,30
6,15,30
7,0,0
7,1,30
7,2,30
7,3,30
7,4,30
7,5,30
7,6,30
7,7,30
7,8,30
7,9,30
7,10,30
7,11,30
7,12,30
7,13,30
7,14,30
7,15,30
8,0,0
8,1,30
8,2,30
8,3,30
8,4,30
8,5,30
8,6,30
8,7,30
8,8,30
8,9,30
8,10,30
8,11,30
8,12,30
8,13,30
8,14,30
8,15,30
9,0,0
9,1,30
9,2,30
9,3,30
9,4,30
9,5,30
9,6,30
9,7,30
9,8,30
9,9,30
9,10,30
9,11,30
9,12,30
9,13,30
9,14,30
9,15,30
10,0,0
10,1,30
10,2,30
10,3,30
10,4,30
10,5,30
10,6,30
10,7,30
10,8,30
10,9,30
10,10,30
10,11,30
10,12,30
10,13,30
10,14,30
10,15,30
11,0,0
11,1,30
11,2,30
11,3,30
11,4,30
11,5,30
11,6,30
11,7,30
11,8,30
11,9,30
11,10,30
11,11,30
11,12,30
11,13,30
11,14,30
11,15,30
12,0,0
12,1,30
12,2,30
12,3,30
12,4,30
12,5,30
12,6,30
12,7,30
12,8,30
12,9,30
12,10,30
12,11,30
12,12,30
12,13,30
12,14,30
12,15,30
13,0,0
13,1,30
13,2,30
13,3,30
13,4,30
13,5,30
13,6,30
13,7,30
13,8,30
13,9,30
13,10,30
13,11,30
13,12,30
13,13,30
13,14,30
13,15,30
14,0,0
14,1,30
14,2,30
14,3,30
14,4,30
14,5,30
14,6,30
14,7,30
14,8,30
14,9,30
14,10,30
14,11,30
14,12,30
14,13,30
14,14,30
14,15,30
15,0,0
15,1,100
15,2,100
15,3,100
15,4,100
15,5,100
15,6,100
15,7,100
15,8,100
15,9,100
15,10,100
15,11,100
15,12,100
15,13,100
15,14,100
15,15,30
